NOC,Sport,Prediction,NOC.1,Sport.1,2024,medal,Rate,,Number
ISV,Archery,1,ISV,Archery,0.0228325130847912,0.0228325130847912,0.00025234336353252,,5
ISV,Athletics,1,ISV,Athletics,0.0773633121445379,0.0773633121445379,0.00039584847901103897,,48
ISV,Boxing,1,ISV,Boxing,0,0,0,,13
ISV,Cycling,1,ISV,Cycling,0,0,,,
ISV,Equestrianism,1,ISV,Equestrianism,0,0,,,
ISV,Fencing,1,ISV,Fencing,0.0040459317659407,0.0040459317659407,5.4179541348964155e-05,,12
ISV,Sailing,1,ISV,Sailing,0,0,0,,10
ISV,Shooting,1,ISV,Shooting,0,0,0,,15
ISV,Weightlifting,1,ISV,Weightlifting,0,0,0,,10
ISV,Wrestling,4,ISV,Wrestling,0,0,0,,18
ITA,3x3 Basketball,4,ITA,3x3 Basketball,0,0,0,,2
ITA,Archery,9,ITA,Archery,0.2166420634313413,1.9497785708820716,0.021548818603228725,,5
ITA,Artistic Gymnastics,76,ITA,Artistic Gymnastics,0.1497356434266243,11.379908900423446,0.10108749466608907,,14
ITA,Athletics,100,ITA,Athletics,0.0052796949575215,0.52796949575215,0.002701486222141661,,48
ITA,Badminton,1,ITA,Badminton,0.2722777229509474,0.2722777229509474,0.00468695557982314,,5
ITA,Basketball,12,ITA,Basketball,0,0,0,,2
ITA,Beach Volleyball,6,ITA,Beach Volleyball,0.4044321187353992,2.426592712412395,0.05966592534383144,,2
ITA,Boxing,8,ITA,Boxing,0.5239470984929625,4.1915767879437,0.05925480185489864,,13
ITA,Breaking,1,ITA,Breaking,0.30057080517667,0.30057080517667,0.018582468107854244,,2
ITA,Canoeing,14,ITA,Canoeing,0,0,,,16
ITA,Cycling,26,ITA,Cycling,0,0,,,
ITA,Cycling BMX Racing,2,ITA,Cycling BMX Racing,0.7302861933630985,1.460572386726197,0.04780377200417707,,2
ITA,Cycling Mountain Bike,4,ITA,Cycling Mountain Bike,0.493435030150545,1.97374012060218,0.07462597557046778,,2
ITA,Cycling Road,17,ITA,Cycling Road,0.2328880193527871,1.6302161354695097,0.02509438796311118,,4
ITA,"Cycling Road, Cycling Track",10,ITA,"Cycling Road, Cycling Track",0.3442331321737725,3.4423313217377247,0.20684959793456525,,16
ITA,Cycling Track,30,ITA,Cycling Track,0.372716546592033,7.45433093184066,0.06368495287873792,,12
ITA,Equestrian,9,ITA,Equestrian,0.4115487565897304,3.7039388093075734,0.044208395157406356,,6
ITA,Equestrianism,10,ITA,Equestrianism,0,0,,,
ITA,Fencing,42,ITA,Fencing,0.2242152183634418,9.417039171264555,0.1261046633211612,,12
ITA,Football,19,ITA,Football,0,0,0,,2
ITA,Golf,3,ITA,Golf,0.8732496186536027,2.6197488559608084,0.054425943618572344,,2
ITA,Gymnastics,25,ITA,Gymnastics,0,0,,,
ITA,Judo,26,ITA,Judo,0.2498994626379557,6.497386028586848,0.05781594837326389,,15
ITA,Modern Pentathlon,4,ITA,Modern Pentathlon,0.4968604025119291,1.9874416100477164,0.0625970835571618,,2
ITA,Rhythmic Gymnastics,7,ITA,Rhythmic Gymnastics,0.4285916575707214,3.0001416029950496,0.0756126048104418,,2
ITA,Rowing,34,ITA,Rowing,0.1224276433735237,4.162539874699806,0.033732459517309764,,14
ITA,Sailing,12,ITA,Sailing,0.5132623426102492,6.15914811132299,0.06335195879804303,,10
ITA,Shooting,24,ITA,Shooting,0.234300141660614,5.623203399854736,0.05098080153377233,,15
ITA,Skateboarding,2,ITA,Skateboarding,0.9393467138043587,1.8786934276087175,0.05451289117012457,,4
ITA,Sport Climbing,4,ITA,Sport Climbing,0.1819699241204109,0.7278796964816436,0.023098106880517152,,4
ITA,Surfing,1,ITA,Surfing,0.3204020942070356,0.3204020942070356,0.012759133950824314,,2
LUX,Table Tennis,3,LUX,Table Tennis,0.0721994052396935,0.2165982157190805,0.002699493326925282,,5
ITA,Taekwondo,3,ITA,Taekwondo,0.4782622858714058,1.4347868576142173,0.03729466737167659,,8
ITA,Tennis,18,ITA,Tennis,0.1063348956570573,1.9140281218270314,0.025900099719059714,,5
ITA,Triathlon,5,ITA,Triathlon,0.3712348306360543,1.8561741531802713,0.0449984084235483,,3
ITA,Volleyball,26,ITA,Volleyball,0.3058034739927225,7.9508903238107855,0.11792059785467499,,2
ITA,Weightlifting,3,ITA,Weightlifting,0.5191999028409993,1.5575997085229978,0.03562736367644361,,10
ITA,Wrestling,3,ITA,Wrestling,0.6571436741730129,1.9714310225190386,0.024748559028064648,,18
IVB,Athletics,3,IVB,Athletics,0.0004227774781448,0.0012683324344344,6.489735911425467e-06,,48
IVB,Sailing,1,IVB,Sailing,0.0195908843448362,0.0195908843448362,0.00020150853257605708,,10
JAM,Artistic Gymnastics,1,JAM,Artistic Gymnastics,0,0,0,,14
JAM,Athletics,77,JAM,Athletics,0.0127410979352142,0.9810645410114933,0.005019858840137336,,48
JAM,Badminton,1,JAM,Badminton,0,0,0,,5
JAM,Boxing,1,JAM,Boxing,0,0,0,,13
JAM,Cycling,1,JAM,Cycling,0,0,,,
JAM,Equestrianism,1,JAM,Equestrianism,0,0,,,
JAM,Gymnastics,4,JAM,Gymnastics,0,0,,,
JAM,Judo,1,JAM,Judo,0.0099862803672584,0.0099862803672584,8.886131555276006e-05,,15
JAM,Sailing,2,JAM,Sailing,0,0,0,,10
JAM,Shooting,1,JAM,Shooting,0,0,0,,15
JOR,Table Tennis,1,JOR,Table Tennis,0.2046581640026616,0.2046581640026616,0.002550682821609673,,5
JAM,Taekwondo,1,JAM,Taekwondo,0,0,0,,8
JAM,Triathlon,1,JAM,Triathlon,0,0,0,,3
JAM,Weightlifting,1,JAM,Weightlifting,0,0,0,,10
JOR,Archery,1,JOR,Archery,0,0,0,,5
JOR,Artistic Gymnastics,2,JOR,Artistic Gymnastics,0.0714302604978848,0.1428605209957696,0.0012690270441108014,,14
JOR,Athletics,1,JOR,Athletics,0.3602661448641877,0.3602661448641877,0.0018433906399614782,,48
JOR,Boxing,3,JOR,Boxing,0.0430443230651618,0.1291329691954854,0.0018255059825271636,,13
JOR,Equestrian,1,JOR,Equestrian,0,0,0,,6
JOR,Equestrianism,1,JOR,Equestrianism,0,0,,,
JOR,Fencing,1,JOR,Fencing,0,0,0,,12
JOR,Judo,1,JOR,Judo,0,0,0,,15
JOR,Shooting,1,JOR,Shooting,0,0,0,,15
NEP,Table Tennis,1,NEP,Table Tennis,0.1980579211351236,0.1980579211351236,0.002468423087761665,,5
JOR,Taekwondo,4,JOR,Taekwondo,0.0649308940407498,0.2597235761629992,0.0067510406372747805,,8
JOR,Triathlon,1,JOR,Triathlon,0,0,0,,3
JOR,Wrestling,4,JOR,Wrestling,0,0,0,,18
JPN,3x3 Basketball,8,JPN,3x3 Basketball,0,0,0,,2
JPN,Archery,9,JPN,Archery,0.7735063501335706,6.961557151202135,0.07693865061784895,,5
JPN,Artistic Gymnastics,70,JPN,Artistic Gymnastics,0.092588925590364,6.48122479132548,0.05757258535685288,,14
JPN,Athletics,64,JPN,Athletics,0.0345232284747595,2.209486622384608,0.011305383580683935,,48
JPN,Badminton,12,JPN,Badminton,0.4784106547736311,5.740927857283573,0.09882363331981038,,5
JPN,Basketball,24,JPN,Basketball,0.3195299946734504,7.668719872162809,0.14415461500108087,,2
JPN,Beach Volleyball,2,JPN,Beach Volleyball,0.6920307099054592,1.3840614198109185,0.034031794838622696,,2
JPN,Boxing,2,JPN,Boxing,0.2600118104409145,0.520023620881829,0.007351385450900056,,13
JPN,Breaking,4,JPN,Breaking,0.458893507574883,1.835574030299532,0.11348239845715422,,2
JPN,Canoeing,5,JPN,Canoeing,0,0,,,16
JPN,Cycling,11,JPN,Cycling,0,0,,,
JPN,Cycling BMX Freestyle,1,JPN,Cycling BMX Freestyle,0.4091215238977885,0.4091215238977885,0.03597060842116811,,2
JPN,Cycling BMX Racing,2,JPN,Cycling BMX Racing,0.4631492320396462,0.9262984640792924,0.03031726533179136,,2
JPN,Cycling Mountain Bike,1,JPN,Cycling Mountain Bike,0.0345073134352023,0.0345073134352023,0.0013047016182820544,,2
JPN,Cycling Road,2,JPN,Cycling Road,0.5941462448836429,1.1882924897672857,0.018291729607548907,,4
JPN,Cycling Track,34,JPN,Cycling Track,0.3143768387055868,10.688812515989952,0.09131825882626843,,12
JPN,Equestrian,15,JPN,Equestrian,0.2592409926201347,3.888614889302021,0.04641259818041515,,6
JPN,Equestrianism,18,JPN,Equestrianism,0,0,,,
JPN,Fencing,30,JPN,Fencing,0.1254208435130698,3.7626253053920946,0.05038575169019243,,12
JPN,Football,43,JPN,Football,0.1204893985919361,5.1810441394532525,0.06128206955175613,,2
JPN,Golf,4,JPN,Golf,0.4118001774833278,1.6472007099333112,0.03422101044659981,,2
JPN,Gymnastics,49,JPN,Gymnastics,0,0,,,
JPN,Handball,14,JPN,Handball,0.5243467273158465,7.340854182421851,0.09137301633163282,,2
JPN,Judo,28,JPN,Judo,0.1495997359486778,4.188792606562978,0.03727329975806093,,15
JPN,Modern Pentathlon,2,JPN,Modern Pentathlon,0.3765167581918445,0.753033516383689,0.023717779535309933,,2
JPN,Rhythmic Gymnastics,7,JPN,Rhythmic Gymnastics,0,0,0,,2
JPN,Rowing,5,JPN,Rowing,0.8129501901464506,4.064750950732253,0.03293999601707371,,14
JPN,Rugby Sevens,26,JPN,Rugby Sevens,0.1865783526748407,4.851037169545858,0.06910122136898517,,12
JPN,Sailing,7,JPN,Sailing,0.5924236633544268,4.146965643480987,0.04265498926705878,,10
JPN,Shooting,6,JPN,Shooting,0.4019962315785776,2.4119773894714656,0.021867347106769713,,15
JPN,Skateboarding,10,JPN,Skateboarding,0.313796664433011,3.13796664433011,0.09105244722955165,,4
JPN,Sport Climbing,4,JPN,Sport Climbing,0.3257045233475322,1.3028180933901288,0.04134286436681185,,4
JPN,Surfing,4,JPN,Surfing,0.9637252019988708,3.854900807995483,0.15351084361069453,,2
ALG,Table Tennis,2,ALG,Table Tennis,0.0982050272636109,0.1964100545272218,0.0024478854997814236,,5
JPN,Taekwondo,4,JPN,Taekwondo,0,0,0,,8
JPN,Tennis,10,JPN,Tennis,0.6067748587030727,6.067748587030727,0.08210709742564663,,5
JPN,Trampoline Gymnastics,2,JPN,Trampoline Gymnastics,0.768768311775222,1.537536623550444,0.0932386153664218,,2
JPN,Triathlon,3,JPN,Triathlon,0.3984671058411465,1.1954013175234395,0.028979585037214598,,3
JPN,Volleyball,26,JPN,Volleyball,0.308796365400539,8.028705500414015,0.1190746839725202,,2
JPN,Weightlifting,3,JPN,Weightlifting,0.6110547419912835,1.8331642259738505,0.04193041909294395,,10
JPN,Wrestling,13,JPN,Wrestling,0.4959949738468578,6.447934660009151,0.08094480086776629,,18
KAZ,Archery,6,KAZ,Archery,0.366881858000525,2.2012911480031496,0.024328518299261793,,5
KAZ,Artistic Gymnastics,10,KAZ,Artistic Gymnastics,0.0586852767266874,0.586852767266874,0.005213000956331233,,14
KAZ,Athletics,8,KAZ,Athletics,0.4430403145162129,3.544322516129703,0.01813540085400259,,48
KAZ,Badminton,1,KAZ,Badminton,0.7825547970112887,0.7825547970112887,0.013470803019129854,,5
KAZ,Boxing,10,KAZ,Boxing,0.3075432961776915,3.075432961776915,0.04347628111985882,,13
KAZ,Breaking,1,KAZ,Breaking,0.3060026657209503,0.3060026657209503,0.018918287068285453,,2
KAZ,Canoeing,21,KAZ,Canoeing,0,0,,,16
KAZ,Cycling,4,KAZ,Cycling,0,0,,,
KAZ,Cycling Road,3,KAZ,Cycling Road,0.3377723921456741,1.0133171764370223,0.0155982840568999,,4
KAZ,Cycling Track,2,KAZ,Cycling Track,0.4738609106950743,0.9477218213901486,0.008096718550497727,,12
KAZ,Fencing,8,KAZ,Fencing,0.228368834362738,1.826950674901904,0.024464908297916275,,12
KAZ,Gymnastics,10,KAZ,Gymnastics,0,0,,,
KAZ,Handball,14,KAZ,Handball,0,0,0,,2
KAZ,Judo,16,KAZ,Judo,0.0313945030604816,0.5023120489677056,0.004469743272542127,,15
KAZ,Modern Pentathlon,2,KAZ,Modern Pentathlon,0.8336553503581342,1.6673107007162684,0.052514140149244666,,2
KAZ,Rhythmic Gymnastics,1,KAZ,Rhythmic Gymnastics,0.0153991896279284,0.0153991896279284,0.0003881059609237136,,2
KAZ,Rowing,1,KAZ,Rowing,0.5340510269573331,0.5340510269573331,0.00432785154960591,,14
KAZ,Shooting,22,KAZ,Shooting,0.1183648905903425,2.604027592987535,0.023608502923794978,,15
KAZ,Sport Climbing,1,KAZ,Sport Climbing,0.1248945950873877,0.1248945950873877,0.003963331742967701,,4
CHI,Table Tennis,3,CHI,Table Tennis,0.052364052745245,0.157092158235735,0.0019578611553276062,,5
KAZ,Taekwondo,2,KAZ,Taekwondo,0.3709564297792247,0.7419128595584494,0.01928467156578979,,8
KAZ,Tennis,6,KAZ,Tennis,0.3514859990524016,2.1089159943144096,0.02853726856412365,,5
KAZ,Trampoline Gymnastics,1,KAZ,Trampoline Gymnastics,0.635968838289791,0.635968838289791,0.038566140793059624,,2
KAZ,Triathlon,1,KAZ,Triathlon,0.2988305101504144,0.2988305101504144,0.007244415790472265,,3
KAZ,Volleyball,12,KAZ,Volleyball,0,0,0,,2
KAZ,Weightlifting,2,KAZ,Weightlifting,0,0,0,,10
KAZ,Wrestling,8,KAZ,Wrestling,0.2439006540362198,1.9512052322897584,0.02449465252174469,,18
KEN,Archery,1,KEN,Archery,0,0,0,,5
KEN,Athletics,47,KEN,Athletics,0.1095286991755167,5.147848861249285,0.02634023913165811,,48
KEN,Beach Volleyball,2,KEN,Beach Volleyball,0,0,0,,2
KEN,Boxing,4,KEN,Boxing,0,0,0,,13
KEN,Cycling,1,KEN,Cycling,0,0,,,
KEN,Fencing,1,KEN,Fencing,0.5066068739117351,0.5066068739117351,0.006784031382790407,,12
KEN,Judo,1,KEN,Judo,0.0330379012113253,0.0330379012113253,0.00029398246962562233,,15
KEN,Rowing,1,KEN,Rowing,0,0,0,,14
KEN,Rugby Sevens,13,KEN,Rugby Sevens,0.0107011300350559,0.13911469045572672,0.00198163705716544,,12
KEN,Sailing,1,KEN,Sailing,0,0,0,,10
KEN,Shooting,1,KEN,Shooting,0,0,0,,15
KEN,Taekwondo,1,KEN,Taekwondo,0,0,0,,8
KEN,Volleyball,13,KEN,Volleyball,0.0794153501399974,1.0323995518199662,0.015311640258818154,,2
KEN,Weightlifting,1,KEN,Weightlifting,0,0,0,,10
KEN,Wrestling,7,KEN,Wrestling,0,0,0,,18
KGZ,Athletics,1,KGZ,Athletics,0.5135128834133944,0.5135128834133944,0.0026275153973758206,,48
KGZ,Boxing,1,KGZ,Boxing,0.0557148952744923,0.0557148952744923,0.000787621281173297,,13
KGZ,Canoeing,4,KGZ,Canoeing,0,0,,,16
KGZ,Cycling,2,KGZ,Cycling,0,0,,,
KGZ,Fencing,1,KGZ,Fencing,0,0,0,,12
KGZ,Judo,2,KGZ,Judo,0.0739684722670666,0.1479369445341332,0.0013163931941325812,,15
KGZ,Modern Pentathlon,2,KGZ,Modern Pentathlon,0,0,0,,2
KGZ,Sailing,1,KGZ,Sailing,0,0,0,,10
KGZ,Shooting,1,KGZ,Shooting,0,0,0,,15
KGZ,Taekwondo,1,KGZ,Taekwondo,0,0,0,,8
KGZ,Weightlifting,1,KGZ,Weightlifting,0,0,0,,10
KGZ,Wrestling,10,KGZ,Wrestling,0.0089209513540629,0.089209513540629,0.0011199006642921326,,18
KIR,Athletics,1,KIR,Athletics,0.0749849787615161,0.0749849787615161,0.0003836791493100118,,48
KIR,Judo,1,KIR,Judo,0.0176525186671472,0.0176525186671472,0.00015707810855434656,,15
KIR,Weightlifting,1,KIR,Weightlifting,0.0178149354977026,0.0178149354977026,0.0004074854292640388,,10
KOR,Archery,14,KOR,Archery,0.4863265096248507,6.808571134747909,0.07524785969079958,,5
KOR,Artistic Gymnastics,44,KOR,Artistic Gymnastics,0.068282962616105,3.00445035510862,0.026688470171784145,,14
KOR,Athletics,3,KOR,Athletics,0.2692113273592643,0.8076339820777929,0.004132458584578516,,48
KOR,Badminton,13,KOR,Badminton,0.267934829862305,3.483152788209965,0.059958568108850925,,5
KOR,Basketball,12,KOR,Basketball,0,0,0,,2
KOR,Boxing,2,KOR,Boxing,0.8094100107369228,1.6188200214738455,0.022884671917995144,,13
KOR,Breaking,1,KOR,Breaking,0.3722985013386981,0.3722985013386981,0.023016956100117184,,2
KOR,Canoeing,3,KOR,Canoeing,0,0,,,16
KOR,Cycling,12,KOR,Cycling,0,0,,,
KOR,Cycling Road,2,KOR,Cycling Road,0.2476108806568548,0.4952217613137096,0.007623091647662018,,4
KOR,Cycling Track,2,KOR,Cycling Track,0,0,0,,12
KOR,Equestrian,1,KOR,Equestrian,0.2890265230310085,0.2890265230310085,0.0034496786796309638,,6
KOR,Equestrianism,1,KOR,Equestrianism,0,0,,,
KOR,Fencing,23,KOR,Fencing,0.2577238708681981,5.927649029968556,0.07937783539131386,,12
KOR,Football,22,KOR,Football,0,0,0,,2
KOR,Golf,5,KOR,Golf,0.2753192571454566,1.3765962857272829,0.028599135242317306,,2
KOR,Gymnastics,30,KOR,Gymnastics,0,0,,,
KOR,Handball,17,KOR,Handball,0.2388888729695157,4.061110840481767,0.050549423531729705,,2
KOR,Judo,22,KOR,Judo,0.0220783714903289,0.4857241727872358,0.004322138714547175,,15
KOR,Modern Pentathlon,4,KOR,Modern Pentathlon,0.7194402783048222,2.8777611132192886,0.09063886554001142,,2
KOR,Rhythmic Gymnastics,1,KOR,Rhythmic Gymnastics,0,0,0,,2
KOR,Rowing,1,KOR,Rowing,0,0,0,,14
KOR,Rugby Sevens,13,KOR,Rugby Sevens,0,0,0,,12
KOR,Sailing,1,KOR,Sailing,0.5661771815185666,0.5661771815185666,0.005823603009321331,,10
KOR,Shooting,29,KOR,Shooting,0.1070891868942265,3.1055864199325685,0.028155710128616514,,15
KOR,Sport Climbing,3,KOR,Sport Climbing,0.4181430452449783,1.2544291357349349,0.03980731759835673,,4
MAD,Table Tennis,1,MAD,Table Tennis,0.1433521158965334,0.1433521158965334,0.0017866171195297707,,5
KOR,Taekwondo,4,KOR,Taekwondo,0.2213488903481462,0.8853955613925848,0.023014242693442488,,8
KOR,Tennis,1,KOR,Tennis,0,0,0,,5
KOR,Triathlon,1,KOR,Triathlon,0,0,0,,3
KOR,Volleyball,12,KOR,Volleyball,0,0,0,,2
KOR,Weightlifting,5,KOR,Weightlifting,0.5505366149276945,2.7526830746384725,0.0629628013214846,,10
KOR,Wrestling,3,KOR,Wrestling,0.4422177574303376,1.3266532722910127,0.016654276230834843,,18
KOS,Athletics,1,KOS,Athletics,0.0133596173908795,0.0133596173908795,6.83577793886175e-05,,48
KOS,Boxing,1,KOS,Boxing,0.0061882408494705,0.0061882408494705,8.748091802122303e-05,,13
KOS,Cycling,1,KOS,Cycling,0,0,,,
KOS,Judo,5,KOS,Judo,0.0041175301587461,0.0205876507937305,0.00018319591142962942,,15
KOS,Shooting,1,KOS,Shooting,0,0,0,,15
KOS,Wrestling,1,KOS,Wrestling,0,0,0,,18
KSA,Archery,2,KSA,Archery,0,0,0,,5
KSA,Athletics,2,KSA,Athletics,0.0743425018912691,0.1486850037825382,0.0007607835156941868,,48
KSA,Cycling,6,KSA,Cycling,0,0,,,
KSA,Equestrian,6,KSA,Equestrian,0.0147515273874165,0.088509164324499,0.0010564019312837261,,6
KSA,Equestrianism,8,KSA,Equestrianism,0,0,,,
KSA,Fencing,1,KSA,Fencing,0,0,0,,12
KSA,Football,22,KSA,Football,0,0,0,,2
KSA,Judo,2,KSA,Judo,0,0,0,,15
KSA,Rowing,1,KSA,Rowing,0,0,0,,14
KSA,Shooting,1,KSA,Shooting,0,0,0,,15
SVK,Table Tennis,1,SVK,Table Tennis,0.1392641232665063,0.1392641232665063,0.0017356679056193917,,5
KSA,Taekwondo,1,KSA,Taekwondo,0.2747483017938308,0.2747483017938308,0.007141580975568869,,8
KSA,Weightlifting,2,KSA,Weightlifting,0,0,0,,10
KUW,Athletics,2,KUW,Athletics,0.1058855694603788,0.2117711389207576,0.0010835792951004871,,48
KUW,Boxing,3,KUW,Boxing,0,0,0,,13
KUW,Fencing,1,KUW,Fencing,0.103404193712824,0.103404193712824,0.001384697546330879,,12
KUW,Football,16,KUW,Football,0,0,0,,2
KUW,Handball,12,KUW,Handball,0,0,0,,2
KUW,Judo,1,KUW,Judo,0,0,0,,15
KUW,Rowing,1,KUW,Rowing,0.0524922064286663,0.0524922064286663,0.0004253872110851436,,14
KUW,Sailing,1,KUW,Sailing,0.0505355749288374,0.0505355749288374,0.0005198004014291244,,10
KUW,Shooting,2,KUW,Shooting,0.1005457129150492,0.2010914258300984,0.0018231248883247544,,15
PRK,Table Tennis,3,PRK,Table Tennis,0.0275896916305353,0.0827690748916059,0.0010315623543060714,,5
KUW,Taekwondo,1,KUW,Taekwondo,0,0,0,,8
KUW,Weightlifting,1,KUW,Weightlifting,0,0,0,,10
LAO,Archery,1,LAO,Archery,0,0,0,,5
LAO,Athletics,1,LAO,Athletics,0.0041825546678597,0.0041825546678597,2.1401073167078435e-05,,48
LAO,Boxing,1,LAO,Boxing,0,0,0,,13
LAO,Cycling,1,LAO,Cycling,0,0,,,
LAO,Judo,1,LAO,Judo,0,0,0,,15
LAO,Rhythmic Gymnastics,1,LAO,Rhythmic Gymnastics,0.0108779849408109,0.0108779849408109,0.0002741579849572283,,2
LAO,Shooting,6,LAO,Shooting,0,0,0,,15
LAT,3x3 Basketball,4,LAT,3x3 Basketball,0.2276685498380567,0.9106741993522268,0.03858280721757452,,2
LAT,Athletics,8,LAT,Athletics,0.007719677457417,0.061757419659336,0.0003159970787460733,,48
LAT,Basketball,12,LAT,Basketball,0,0,0,,2
LAT,Beach Volleyball,2,LAT,Beach Volleyball,0.4121078609772177,0.8242157219544354,0.02026610954602909,,2
LAT,Boxing,1,LAT,Boxing,0,0,0,,13
LAT,Canoeing,3,LAT,Canoeing,0,0,,,16
LAT,Cycling,4,LAT,Cycling,0,0,,,
LAT,Cycling BMX Freestyle,1,LAT,Cycling BMX Freestyle,0.6239833932680687,0.6239833932680687,0.05486160221226819,,2
LAT,Cycling BMX Racing,2,LAT,Cycling BMX Racing,0.0568026413424216,0.1136052826848432,0.003718241616294773,,2
LAT,Cycling Mountain Bike,1,LAT,Cycling Mountain Bike,0.6957793125927364,0.6957793125927364,0.026307014506114845,,2
LAT,Cycling Road,2,LAT,Cycling Road,0.0446558193245778,0.0893116386491556,0.001374799856975789,,4
LAT,Equestrian,1,LAT,Equestrian,0.2080691877974832,0.2080691877974832,0.002483411672762302,,6
LAT,Fencing,1,LAT,Fencing,0,0,0,,12
LAT,Football,11,LAT,Football,0,0,0,,2
LAT,Gymnastics,6,LAT,Gymnastics,0,0,,,
LAT,Judo,1,LAT,Judo,0,0,0,,15
LAT,Modern Pentathlon,1,LAT,Modern Pentathlon,0.4817989711164649,0.4817989711164649,0.015174891327754705,,2
LAT,Rowing,1,LAT,Rowing,0,0,0,,14
LAT,Sailing,1,LAT,Sailing,0,0,0,,10
LAT,Shooting,5,LAT,Shooting,0.1024629863232589,0.5123149316162945,0.004644723655593388,,15
FIJ,Table Tennis,1,FIJ,Table Tennis,0.0671791354148491,0.0671791354148491,0.0008372627962743629,,5
LAT,Tennis,1,LAT,Tennis,0.0539866761620111,0.0539866761620111,0.0007305327858829813,,5
LAT,Weightlifting,1,LAT,Weightlifting,0.2013855569208625,0.2013855569208625,0.004606341691220706,,10
LAT,Wrestling,1,LAT,Wrestling,0,0,0,,18
LBA,Archery,1,LBA,Archery,0,0,0,,5
LBA,Athletics,1,LBA,Athletics,0.1336768681643105,0.1336768681643105,0.000683990685958984,,48
LBA,Cycling,1,LBA,Cycling,0,0,,,
LBA,Judo,1,LBA,Judo,0,0,0,,15
LBA,Rowing,1,LBA,Rowing,0.0007172867141493,0.0007172867141493,5.812759943612638e-06,,14
LBA,Shooting,1,LBA,Shooting,0.0364157426540505,0.0364157426540505,0.00033015055955454775,,15
SEN,Table Tennis,1,SEN,Table Tennis,0.0584186549206648,0.0584186549206648,0.000728079724030678,,5
LBA,Taekwondo,1,LBA,Taekwondo,0,0,0,,8
LBA,Volleyball,9,LBA,Volleyball,0,0,0,,2
LBA,Weightlifting,1,LBA,Weightlifting,0.0906128810275749,0.0906128810275749,0.0020726108566115355,,10
LBN,Athletics,1,LBN,Athletics,0,0,0,,48
LBN,Fencing,1,LBN,Fencing,0.1311388632671445,0.1311388632671445,0.0017560957217938778,,12
LBN,Judo,1,LBN,Judo,0.3623420596351256,0.3623420596351256,0.003224242752570894,,15
LBN,Shooting,1,LBN,Shooting,0.0706021404332615,0.0706021404332615,0.000640089545645923,,15
MDV,Table Tennis,1,MDV,Table Tennis,0.0551476496700769,0.0551476496700769,0.0006873127360987376,,5
LBN,Taekwondo,1,LBN,Taekwondo,0.1203858490161687,0.1203858490161687,0.003129210566355833,,8
LBN,Tennis,4,LBN,Tennis,0.0533234133578279,0.2132936534313116,0.002886230787476779,,5
LBN,Weightlifting,1,LBN,Weightlifting,0,0,0,,10
LBR,Athletics,10,LBR,Athletics,0.0011695996788294,0.011695996788294,5.984545401202885e-05,,48
LBR,Boxing,4,LBR,Boxing,0,0,0,,13
LCA,Athletics,3,LCA,Athletics,0.3330686954493886,0.9992060863481658,0.005112684533988379,,48
LCA,Sailing,1,LCA,Sailing,0.0003943810753467,0.0003943810753467,4.056537232829311e-06,,10
LES,Athletics,2,LES,Athletics,0.0017712007811685,0.003542401562337,1.8125571819851733e-05,,48
LES,Boxing,2,LES,Boxing,0,0,0,,13
LES,Cycling,1,LES,Cycling,0,0,,,
LES,Taekwondo,1,LES,Taekwondo,0.0058016008402139,0.0058016008402139,0.00015080203196089886,,8
LIB,Athletics,2,LIB,Athletics,0,0,0,,48
LIB,Boxing,3,LIB,Boxing,0,0,0,,13
LIB,Canoeing,1,LIB,Canoeing,0,0,,,16
LIB,Cycling,2,LIB,Cycling,0,0,,,
LIB,Fencing,1,LIB,Fencing,0,0,0,,12
LIB,Judo,1,LIB,Judo,0,0,0,,15
LIB,Rowing,1,LIB,Rowing,0,0,0,,14
LIB,Sailing,3,LIB,Sailing,0,0,0,,10
LIB,Shooting,1,LIB,Shooting,0,0,0,,15
VAN,Table Tennis,1,VAN,Table Tennis,0.0406398215863979,0.0406398215863979,0.0005064996810601653,,5
LIB,Taekwondo,1,LIB,Taekwondo,0,0,0,,8
LIB,Weightlifting,1,LIB,Weightlifting,0,0,0,,10
LIB,Wrestling,1,LIB,Wrestling,0,0,0,,18
LIE,Athletics,1,LIE,Athletics,0,0,0,,48
LIE,Cycling,3,LIE,Cycling,0,0,,,
LIE,Cycling Mountain Bike,1,LIE,Cycling Mountain Bike,0.00131806849327,0.00131806849327,4.983540951123819e-05,,2
LIE,Equestrianism,1,LIE,Equestrianism,0,0,,,
LIE,Gymnastics,7,LIE,Gymnastics,0,0,,,
LIE,Judo,1,LIE,Judo,0,0,0,,15
LIE,Shooting,1,LIE,Shooting,0,0,0,,15
LIE,Tennis,1,LIE,Tennis,0,0,0,,5
LTU,3x3 Basketball,4,LTU,3x3 Basketball,0.0783611596895252,0.3134446387581008,0.013279803116403636,,2
LTU,Artistic Gymnastics,3,LTU,Artistic Gymnastics,0.1294979082145796,0.38849372464373877,0.0034509816960197033,,14
LTU,Athletics,11,LTU,Athletics,0.0298978993033034,0.3288768923363374,0.00168277978287681,,48
LTU,Badminton,1,LTU,Badminton,0,0,0,,5
LTU,Basketball,12,LTU,Basketball,0,0,0,,2
LTU,Beach Volleyball,2,LTU,Beach Volleyball,0.4633280301057519,0.9266560602115038,0.022784949046114233,,2
LTU,Boxing,2,LTU,Boxing,0,0,0,,13
