NOC,Sport,Prediction,NOC.1,Sport.1,2024,medal,Rate,,Number
DOM,Boxing,3,DOM,Boxing,0.3711736306811426,1.1135208920434279,0.015741441265994895,,13
DOM,Cycling,1,DOM,Cycling,0,0,,,
DOM,Equestrian,1,DOM,Equestrian,0.4966103187189177,0.4966103187189177,0.005927296950479494,,6
DOM,Equestrianism,1,DOM,Equestrianism,0,0,,,
DOM,Football,19,DOM,Football,0.0308478921116786,0.5861099501218934,0.00693258535568789,,2
DOM,Gymnastics,2,DOM,Gymnastics,0,0,,,
DOM,Judo,2,DOM,Judo,0.3985714560344734,0.7971429120689468,0.007093248461383986,,15
DOM,Rowing,1,DOM,Rowing,0,0,0,,14
DOM,Sailing,1,DOM,Sailing,0,0,0,,10
DOM,Shooting,1,DOM,Shooting,0.0551665879798937,0.0551665879798937,0.0005001485226678808,,15
MEX,Table Tennis,2,MEX,Table Tennis,0.6456370100211782,1.2912740200423565,0.016093325555632705,,5
DOM,Taekwondo,2,DOM,Taekwondo,0.2475248996948105,0.495049799389621,0.012867916584733146,,8
DOM,Tennis,1,DOM,Tennis,0,0,0,,5
DOM,Volleyball,12,DOM,Volleyball,0.0915081644075428,1.0980979728905136,0.01628602133756934,,2
DOM,Weightlifting,3,DOM,Weightlifting,0.1486671339286025,0.4460014017858075,0.010201500459122614,,10
DOM,Wrestling,1,DOM,Wrestling,0.958785601831381,0.958785601831381,0.012036212168287146,,18
ECU,Archery,1,ECU,Archery,0,0,0,,5
ECU,Athletics,20,ECU,Athletics,0.0689774728761509,1.379549457523018,0.007058805257209331,,48
ECU,Boxing,3,ECU,Boxing,0.1280469405652353,0.3841408216957059,0.005430459568205514,,13
ECU,Canoeing,1,ECU,Canoeing,0,0,,,16
ECU,Cycling,2,ECU,Cycling,0,0,,,
ECU,Cycling BMX Racing,1,ECU,Cycling BMX Racing,0.6957143965882526,0.6957143965882526,0.022770369135263577,,2
ECU,Cycling Road,1,ECU,Cycling Road,0.2732527977947322,0.2732527977947322,0.004206259262604895,,4
ECU,Equestrian,3,ECU,Equestrian,0.2286203452845918,0.6858610358537753,0.008186100596451274,,6
ECU,Equestrianism,1,ECU,Equestrianism,0,0,,,
ECU,Golf,1,ECU,Golf,0,0,0,,2
ECU,Gymnastics,21,ECU,Gymnastics,0,0,,,
ECU,Judo,1,ECU,Judo,0.2324606964763115,0.2324606964763115,0.0020685142559107757,,15
ECU,Modern Pentathlon,2,ECU,Modern Pentathlon,0.320197921116545,0.64039584223309,0.02017010806418675,,2
ECU,Rowing,1,ECU,Rowing,0,0,0,,14
ECU,Sailing,1,ECU,Sailing,0,0,0,,10
ECU,Shooting,4,ECU,Shooting,0.2405436258523411,0.9621745034093644,0.008723217694817143,,15
ECU,Surfing,1,ECU,Surfing,0,0,0,,2
ROU,Table Tennis,9,ROU,Table Tennis,0.1255216671865848,1.1296950046792633,0.01407954408335346,,5
ECU,Taekwondo,1,ECU,Taekwondo,0,0,0,,8
ECU,Tennis,1,ECU,Tennis,0,0,0,,5
ECU,Triathlon,1,ECU,Triathlon,0.5117985889982685,0.5117985889982685,0.012407306662944968,,3
ECU,Weightlifting,3,ECU,Weightlifting,0.2266836497820612,0.6800509493461836,0.015554973693364353,,10
ECU,Wrestling,4,ECU,Wrestling,0.1800128423149859,0.7200513692599436,0.00903923779823567,,18
EGY,Archery,4,EGY,Archery,0.6061442511320684,2.4245770045282735,0.026796258221518567,,5
EGY,Artistic Gymnastics,14,EGY,Artistic Gymnastics,0.249696187183021,3.495746620562294,0.031052644704997655,,14
EGY,Athletics,6,EGY,Athletics,0.3739406558101669,2.2436439348610016,0.011480157899622397,,48
EGY,Badminton,5,EGY,Badminton,0,0,0,,5
EGY,Basketball,12,EGY,Basketball,0,0,0,,2
EGY,Beach Volleyball,2,EGY,Beach Volleyball,0.7032846463797436,1.4065692927594873,0.03458522643022369,,2
EGY,Boxing,3,EGY,Boxing,0.7672736281075463,2.301820884322639,0.03254000756906509,,13
EGY,Canoeing,2,EGY,Canoeing,0,0,,,16
EGY,Cycling,1,EGY,Cycling,0,0,,,
EGY,Cycling Track,2,EGY,Cycling Track,0.0560172081937246,0.1120344163874492,0.0009571491517709985,,12
EGY,Equestrian,8,EGY,Equestrian,0,0,0,,6
EGY,Equestrianism,1,EGY,Equestrianism,0,0,,,
EGY,Fencing,36,EGY,Fencing,0.0050862407958764,0.1831046686515504,0.002451975846431133,,12
EGY,Football,19,EGY,Football,0.1007262111190292,1.9137980112615547,0.022636653863080135,,2
EGY,Gymnastics,4,EGY,Gymnastics,0,0,,,
EGY,Handball,15,EGY,Handball,0.1575662439218742,2.363493658828113,0.029418857713444414,,2
EGY,Judo,2,EGY,Judo,0.5663297689309339,1.1326595378618678,0.010078789389669301,,15
EGY,Modern Pentathlon,4,EGY,Modern Pentathlon,0.13619393074898,0.54477572299592,0.017158426833717193,,2
EGY,Rhythmic Gymnastics,6,EGY,Rhythmic Gymnastics,0.6161131690316904,3.696679014190143,0.09316744554056106,,2
EGY,Rowing,3,EGY,Rowing,0.5353137240673247,1.605941172201974,0.013014252646022012,,14
EGY,Sailing,2,EGY,Sailing,0.3077420401278458,0.6154840802556916,0.006330765454645715,,10
EGY,Shooting,17,EGY,Shooting,0.1140966194322372,1.9396425303480325,0.017585088757182694,,15
NGR,Table Tennis,4,NGR,Table Tennis,0.2759414149303591,1.1037656597214365,0.013756383093994344,,5
EGY,Taekwondo,3,EGY,Taekwondo,0.4840373417166553,1.452112025149966,0.03774500350137792,,8
EGY,Tennis,1,EGY,Tennis,0.4016106582810885,0.4016106582810885,0.0054344844671291625,,5
EGY,Trampoline Gymnastics,1,EGY,Trampoline Gymnastics,0.4107230997188091,0.4107230997188091,0.024906888415025873,,2
EGY,Triathlon,1,EGY,Triathlon,0,0,0,,3
EGY,Volleyball,13,EGY,Volleyball,0.3465913278533672,4.505687262093774,0.06682438243439863,,2
EGY,Weightlifting,5,EGY,Weightlifting,0.3819914288020147,1.9099571440100735,0.043686922515281,,10
EGY,Wrestling,11,EGY,Wrestling,0.3256812986226733,3.5824942848494064,0.04497320487683639,,18
EOR,Athletics,8,EOR,Athletics,0.0793704055990955,0.634963244792764,0.003248946144000838,,48
EOR,Badminton,1,EOR,Badminton,0.7299340919868051,0.7299340919868051,0.012564996608103113,,5
EOR,Boxing,2,EOR,Boxing,0.3848860142790764,0.7697720285581529,0.01088198817133763,,13
EOR,Breaking,1,EOR,Breaking,0.2179997577653918,0.2179997577653918,0.013477601538227427,,2
EOR,Cycling Road,2,EOR,Cycling Road,0.3021614376171413,0.6043228752342826,0.00930251661491763,,4
EOR,Judo,12,EOR,Judo,0.025681236119706,0.308174833436472,0.0027422443705068687,,15
EOR,Shooting,2,EOR,Shooting,0.1761325845953443,0.3522651691906886,0.003193688614969033,,15
EOR,Taekwondo,5,EOR,Taekwondo,0.1060455271054425,0.5302276355272125,0.013782300272208748,,8
EOR,Weightlifting,2,EOR,Weightlifting,0.1791668180234777,0.3583336360469554,0.008196253953496916,,10
EOR,Wrestling,2,EOR,Wrestling,0.512624066837064,1.025248133674128,0.012870556293785943,,18
ERI,Athletics,8,ERI,Athletics,0.0084603612022517,0.0676828896180136,0.0003463162081311475,,48
ERI,Cycling,1,ERI,Cycling,0,0,,,
ERI,Cycling Road,2,ERI,Cycling Road,0.0361662826625193,0.0723325653250386,0.0011134360758310324,,4
ESA,Archery,1,ESA,Archery,0.1572736026691408,0.1572736026691408,0.0017381770348724203,,5
ESA,Athletics,1,ESA,Athletics,0,0,0,,48
ESA,Badminton,1,ESA,Badminton,0.0237973614564553,0.0237973614564553,0.0004096448833733468,,5
ESA,Boxing,1,ESA,Boxing,0,0,0,,13
ESA,Cycling,1,ESA,Cycling,0,0,,,
ESA,Football,18,ESA,Football,0,0,0,,2
ESA,Judo,1,ESA,Judo,0.1882205860213539,0.1882205860213539,0.0016748507224778346,,15
ESA,Rowing,2,ESA,Rowing,0,0,0,,14
ESA,Sailing,1,ESA,Sailing,0.2288067390924247,0.2288067390924247,0.0023534675324741066,,10
ESA,Shooting,2,ESA,Shooting,0.0306850149168071,0.0613700298336142,0.0005563898526505365,,15
ESA,Surfing,1,ESA,Surfing,0.2469429735021383,0.2469429735021383,0.009833826101937681,,2
ESA,Tennis,1,ESA,Tennis,0,0,0,,5
ESA,Weightlifting,1,ESA,Weightlifting,0,0,0,,10
ESA,Wrestling,1,ESA,Wrestling,0,0,0,,18
ESP,3x3 Basketball,4,ESP,3x3 Basketball,0.505062055922338,2.020248223689352,0.08559246303639449,,2
ESP,Archery,4,ESP,Archery,0.4222016967905836,1.6888067871623345,0.018664576406745077,,5
ESP,Artistic Gymnastics,61,ESP,Artistic Gymnastics,0.0565529005823066,3.4497269355207028,0.0306438527975331,,14
ESP,Athletics,66,ESP,Athletics,0.0265726024871346,1.7537917641508836,0.00897370837799929,,48
ESP,Badminton,2,ESP,Badminton,0.1446712616375965,0.289342523275193,0.004980706975388835,,5
ESP,Basketball,24,ESP,Basketball,0.1566622814749568,3.7598947553989635,0.0706775302715887,,2
ESP,Beach Volleyball,6,ESP,Beach Volleyball,0.55482571484178,3.32895428905068,0.08185351298037251,,2
ESP,Boxing,6,ESP,Boxing,0.1477074195561072,0.8862445173366431,0.012528517530877793,,13
ESP,Canoeing,12,ESP,Canoeing,0.21,2.52,,,16
ESP,Cycling,18,ESP,Cycling,0,0,,,
ESP,Cycling Mountain Bike,2,ESP,Cycling Mountain Bike,0.3486892547329009,0.6973785094658018,0.026367479217520383,,2
ESP,Cycling Road,7,ESP,Cycling Road,0.5119662797655345,3.583763958358742,0.055165914005242234,,4
ESP,Cycling Track,4,ESP,Cycling Track,0.5917937610263292,2.3671750441053168,0.02022360323387825,,12
ESP,Equestrian,14,ESP,Equestrian,0.6258774975416396,8.762284965582953,0.10458233145398738,,6
ESP,Equestrianism,17,ESP,Equestrianism,0,0,,,
ESP,Fencing,2,ESP,Fencing,0.8844559866806077,1.7689119733612153,0.023687705316779786,,12
ESP,Football,44,ESP,Football,0.3847664225115159,16.9297225905067,0.20024697905639788,,2
ESP,Golf,4,ESP,Golf,0.1715693249963839,0.6862772999855355,0.014257584100373625,,2
ESP,Gymnastics,11,ESP,Gymnastics,0,0,,,
ESP,Handball,33,ESP,Handball,0.224721117425282,7.415796875034306,0.09230584236329704,,2
ESP,Judo,17,ESP,Judo,0.3567652032624172,6.065008455461092,0.05396850582704459,,15
ESP,Modern Pentathlon,1,ESP,Modern Pentathlon,0.9160084888316004,0.9160084888316004,0.02885089032280276,,2
ESP,Rhythmic Gymnastics,7,ESP,Rhythmic Gymnastics,0.2720027637712059,1.9040193463984414,0.04798702242818723,,2
ESP,Rowing,9,ESP,Rowing,0.3270218696485624,2.9431968268370614,0.0238511271486416,,14
ESP,Rugby Sevens,25,ESP,Rugby Sevens,0,0,0,,12
ESP,Sailing,13,ESP,Sailing,0.5040338720759372,6.552440336987184,0.06739729630666104,,10
ESP,Shooting,4,ESP,Shooting,0.7007648448203717,2.803059379281487,0.025412954812593144,,15
ESP,Skateboarding,6,ESP,Skateboarding,0.1638479142033073,0.9830874852198438,0.02852564463416134,,4
ESP,Sport Climbing,2,ESP,Sport Climbing,0.5790452993327206,1.1580905986654413,0.03675016703254211,,4
ESP,Surfing,3,ESP,Surfing,0.8228998012846551,2.4686994038539654,0.09830917758527315,,2
NED,Table Tennis,1,NED,Table Tennis,0.9241149010435517,0.9241149010435517,0.011517371001406304,,5
ESP,Taekwondo,4,ESP,Taekwondo,0.4709977663647812,1.8839910654591248,0.04897091142467153,,8
ESP,Tennis,14,ESP,Tennis,0.348326307433816,4.876568304073424,0.0659883749470435,,5
ESP,Trampoline Gymnastics,2,ESP,Trampoline Gymnastics,0.6814401735089481,1.3628803470178963,0.0826471867529392,,2
ESP,Triathlon,5,ESP,Triathlon,0.2582991557701692,1.291495778850846,0.03130916053024839,,3
ESP,Volleyball,12,ESP,Volleyball,0,0,0,,2
ESP,Weightlifting,4,ESP,Weightlifting,0,0,0,,10
ESP,Wrestling,1,ESP,Wrestling,0,0,0,,18
EST,Archery,1,EST,Archery,0.2778734286180624,0.2778734286180624,0.003071038012915988,,5
EST,Athletics,5,EST,Athletics,0.1247826992093203,0.6239134960466015,0.003192407377583359,,48
EST,Badminton,1,EST,Badminton,0.7701813352156311,0.7701813352156311,0.013257807753941253,,5
EST,Basketball,8,EST,Basketball,0,0,0,,2
EST,Beach Volleyball,2,EST,Beach Volleyball,0,0,0,,2
EST,Boxing,2,EST,Boxing,0,0,0,,13
EST,Canoeing,2,EST,Canoeing,0,0,,,16
EST,Cycling,2,EST,Cycling,0,0,,,
EST,Cycling Mountain Bike,1,EST,Cycling Mountain Bike,0.258562943943102,0.258562943943102,0.009776115779740635,,2
EST,Cycling Road,1,EST,Cycling Road,0.5949304853008068,0.5949304853008068,0.009157936843092723,,4
EST,Equestrian,1,EST,Equestrian,0.3461138075478018,0.3461138075478018,0.004131044480286153,,6
EST,Fencing,1,EST,Fencing,0.4245220176464773,0.4245220176464773,0.005684823555909696,,12
EST,Football,11,EST,Football,0,0,0,,2
EST,Judo,1,EST,Judo,0.1960176701581473,0.1960176701581473,0.001744231826191152,,15
EST,Modern Pentathlon,1,EST,Modern Pentathlon,0,0,0,,2
EST,Rhythmic Gymnastics,1,EST,Rhythmic Gymnastics,0,0,0,,2
EST,Rowing,4,EST,Rowing,0.1094359284661583,0.4377437138646332,0.0035473947520948314,,14
EST,Sailing,2,EST,Sailing,0.0529814216548691,0.1059628433097382,0.0010899159367739374,,10
EST,Shooting,2,EST,Shooting,0.2757590556008001,0.5515181112016002,0.005000145534514384,,15
MDA,Table Tennis,1,MDA,Table Tennis,0.8061766101980734,0.8061766101980734,0.010047489875796017,,5
EST,Tennis,1,EST,Tennis,0,0,0,,5
EST,Triathlon,1,EST,Triathlon,0,0,0,,3
EST,Weightlifting,1,EST,Weightlifting,0.3557556869833024,0.3557556869833024,0.008137287886459572,,10
EST,Wrestling,1,EST,Wrestling,0.1911552248893766,0.1911552248893766,0.002399686477821987,,18
ETH,Athletics,34,ETH,Athletics,0.0298467848849305,1.014790686087637,0.005192426984664996,,48
ETH,Boxing,2,ETH,Boxing,0,0,0,,13
ETH,Cycling,1,ETH,Cycling,0,0,,,
ETH,Cycling Road,1,ETH,Cycling Road,0,0,0,,4
ETH,Taekwondo,1,ETH,Taekwondo,0,0,0,,8
EUN,Archery,12,EUN,Archery,0,0,0,,5
EUN,Athletics,114,EUN,Athletics,0,0,0,,48
EUN,Badminton,2,EUN,Badminton,0,0,0,,5
EUN,Basketball,24,EUN,Basketball,0,0,0,,2
EUN,Boxing,12,EUN,Boxing,0,0,0,,13
EUN,Canoeing,23,EUN,Canoeing,0,0,,,16
EUN,Cycling,21,EUN,Cycling,0,0,,,
EUN,Equestrianism,15,EUN,Equestrianism,0,0,,,
EUN,Fencing,32,EUN,Fencing,0,0,0,,12
EUN,Gymnastics,84,EUN,Gymnastics,0,0,,,
EUN,Handball,25,EUN,Handball,0,0,0,,2
EUN,Judo,13,EUN,Judo,0,0,0,,15
EUN,Modern Pentathlon,6,EUN,Modern Pentathlon,0,0,0,,2
EUN,Rhythmic Gymnastics,2,EUN,Rhythmic Gymnastics,0,0,0,,2
EUN,Rowing,47,EUN,Rowing,0,0,0,,14
EUN,Sailing,14,EUN,Sailing,0,0,0,,10
EUN,Shooting,28,EUN,Shooting,0,0,0,,15
ESP,Table Tennis,4,ESP,Table Tennis,0.1888428292558192,0.7553713170232768,0.009414296525414395,,5
EUN,Tennis,7,EUN,Tennis,0,0,0,,5
EUN,Volleyball,20,EUN,Volleyball,0,0,0,,2
EUN,Weightlifting,10,EUN,Weightlifting,0,0,0,,10
EUN,Wrestling,20,EUN,Wrestling,0,0,0,,18
FIJ,Archery,1,FIJ,Archery,0,0,0,,5
FIJ,Athletics,1,FIJ,Athletics,0.4571341963611277,0.4571341963611277,0.002339039931426489,,48
FIJ,Boxing,1,FIJ,Boxing,0,0,0,,13
FIJ,Cycling,1,FIJ,Cycling,0,0,,,
FIJ,Football,16,FIJ,Football,0,0,0,,2
FIJ,Judo,1,FIJ,Judo,0.4812796457393528,0.4812796457393528,0.004282589802844314,,15
FIJ,Rugby Sevens,27,FIJ,Rugby Sevens,0.0058538117772783,0.1580529179865141,0.002251405069077759,,12
FIJ,Sailing,2,FIJ,Sailing,0.2153038720722488,0.4306077441444976,0.004429158638839866,,10
FIJ,Shooting,1,FIJ,Shooting,0,0,0,,15
IND,Table Tennis,10,IND,Table Tennis,0.072664909022018,0.72664909022018,0.009056327465826412,,5
FIJ,Taekwondo,2,FIJ,Taekwondo,0.001438374498021,0.002876748996042,7.477584308068578e-05,,8
FIJ,Weightlifting,2,FIJ,Weightlifting,0,0,0,,10
FIN,Archery,1,FIN,Archery,0.3549261317862663,0.3549261317862663,0.003922619186417601,,5
FIN,Athletics,25,FIN,Athletics,0.0051911846449017,0.12977961612254252,0.0006640494340878873,,48
FIN,Badminton,1,FIN,Badminton,0.4273595194965379,0.4273595194965379,0.007356514748199545,,5
FIN,Basketball,12,FIN,Basketball,0,0,0,,2
FIN,Boxing,1,FIN,Boxing,0.1841648600712659,0.1841648600712659,0.002603471878064177,,13
FIN,Canoeing,2,FIN,Canoeing,0,0,,,16
FIN,Cycling,2,FIN,Cycling,0,0,,,
FIN,Cycling Mountain Bike,1,FIN,Cycling Mountain Bike,0.6140938902430293,0.6140938902430293,0.023218535800583556,,2
FIN,Cycling Road,2,FIN,Cycling Road,0.772608393581278,1.545216787162556,0.023785968437247514,,4
FIN,Equestrian,9,FIN,Equestrian,0.0995561636504626,0.8960054728541634,0.010694281424843678,,6
FIN,Equestrianism,1,FIN,Equestrianism,0,0,,,
FIN,Fencing,1,FIN,Fencing,0,0,0,,12
FIN,Football,16,FIN,Football,0,0,0,,2
FIN,Golf,4,FIN,Golf,0.0570424044754547,0.2281696179018188,0.004740281394202989,,2
FIN,Gymnastics,6,FIN,Gymnastics,0,0,,,
FIN,Judo,2,FIN,Judo,0.4526059067419277,0.9052118134838554,0.008054882262649544,,15
FIN,Modern Pentathlon,6,FIN,Modern Pentathlon,0,0,0,,2
FIN,Rhythmic Gymnastics,1,FIN,Rhythmic Gymnastics,0,0,0,,2
FIN,Rowing,2,FIN,Rowing,0,0,0,,14
FIN,Sailing,7,FIN,Sailing,0.1471567225044895,1.0300970575314266,0.010595404618821332,,10
FIN,Shooting,4,FIN,Shooting,0.2181189708528636,0.8724758834114544,0.00790999661444775,,15
FIN,Skateboarding,1,FIN,Skateboarding,0.8238753152634838,0.8238753152634838,0.023905883066763094,,4
POL,Table Tennis,6,POL,Table Tennis,0.1139859990228642,0.6839159941371852,0.008523739017062291,,5
FIN,Taekwondo,1,FIN,Taekwondo,0,0,0,,8
FIN,Tennis,1,FIN,Tennis,0,0,0,,5
FIN,Weightlifting,2,FIN,Weightlifting,0,0,0,,10
FIN,Wrestling,2,FIN,Wrestling,0.4361601635284521,0.8723203270569042,0.010950761583310717,,18
FRA,3x3 Basketball,8,FRA,3x3 Basketball,0.1452746303561278,1.1621970428490225,0.04923915104323239,,2
FRA,Archery,14,FRA,Archery,0.601767729143323,8.424748208006521,0.09310973749705298,,5
FRA,Artistic Gymnastics,34,FRA,Artistic Gymnastics,0.0996076423423468,3.3866598396397913,0.030083629093261607,,14
FRA,Athletics,105,FRA,Athletics,0.0278032411318309,2.9193403188422447,0.01493752520277655,,48
FRA,Badminton,10,FRA,Badminton,0.5680861980906795,5.680861980906795,0.09778966663539006,,5
FRA,Basketball,24,FRA,Basketball,0.4196755491757371,10.07221318021769,0.1893348612815607,,2
FRA,Beach Volleyball,8,FRA,Beach Volleyball,0.1547210555441799,1.2377684443534391,0.03043469108597222,,2
FRA,Boxing,8,FRA,Boxing,0.5610527588073067,4.488422070458453,0.06345119602512263,,13
FRA,Breaking,4,FRA,Breaking,0.630865163951154,2.523460655804616,0.15601025232757354,,2
FRA,Canoeing,22,FRA,Canoeing,0.17,3.74,,,16
FRA,Cycling,33,FRA,Cycling,0,0,,,
FRA,Cycling BMX Freestyle,2,FRA,Cycling BMX Freestyle,0.4459847237552623,0.8919694475105246,0.07842335796554795,,2
FRA,Cycling BMX Racing,6,FRA,Cycling BMX Racing,0.4388633340124863,2.6331800040749176,0.08618260738373966,,2
FRA,Cycling Mountain Bike,4,FRA,Cycling Mountain Bike,0.4052978272563731,1.6211913090254924,0.06129630834351164,,2
FRA,Cycling Road,11,FRA,Cycling Road,0.0059604338059693,0.0536439042537237,0.0008257561165723784,,4
FRA,"Cycling Road, Cycling Track",2,FRA,"Cycling Road, Cycling Track",0.443276210947667,0.886552421895334,0.053272911546582695,,16
FRA,Cycling Track,34,FRA,Cycling Track,0.6009592612122236,19.230696358791157,0.16429455609539476,,12
FRA,Equestrian,21,FRA,Equestrian,0.2475006975144336,5.197514647803105,0.06203498308586855,,6
FRA,Equestrianism,24,FRA,Equestrianism,0,0,,,
FRA,Fencing,42,FRA,Fencing,0.0861947293092781,3.62017863098968,0.04847823175849787,,12
FRA,Football,41,FRA,Football,0.3329017720139746,13.648972652572958,0.16144183853512997,,2
FRA,Golf,4,FRA,Golf,0.5008744190239929,2.0034976760959715,0.04162316983593,,2
FRA,Gymnastics,45,FRA,Gymnastics,0,0,,,
FRA,Handball,33,FRA,Handball,0.0045109005431727,0.14885971792469913,0.0018528853862301313,,2
FRA,Judo,28,FRA,Judo,0.4576687340442585,12.814724553239238,0.1140297728852688,,15
FRA,Modern Pentathlon,4,FRA,Modern Pentathlon,0.4989797987639397,1.9959191950557589,0.06286409623035356,,2
FRA,Rhythmic Gymnastics,6,FRA,Rhythmic Gymnastics,0.4612694612892305,2.767616767735383,0.06975227859798894,,2
FRA,Rowing,12,FRA,Rowing,0.2306428835238336,2.767714602286003,0.022429051393486714,,14
FRA,Rugby,19,FRA,Rugby,0,0,,,2
FRA,Rugby Sevens,25,FRA,Rugby Sevens,0.5288602024469653,13.221505061174133,0.18833542521565189,,12
FRA,Sailing,14,FRA,Sailing,0.3091511648386998,4.328116307741797,0.044518274450506636,,10
FRA,Shooting,26,FRA,Shooting,0.036713673192831,0.9545555030136061,0.008654142699757936,,15
FRA,Skateboarding,7,FRA,Skateboarding,0.5229647872929618,3.6607535110507325,0.10622183205408153,,4
FRA,Sport Climbing,7,FRA,Sport Climbing,0.8267053524120982,5.786937466884687,0.18363927551088471,,4
FRA,Surfing,4,FRA,Surfing,0.9756334839523164,3.9025339358092657,0.15540770218078886,,2
CZE,Table Tennis,1,CZE,Table Tennis,0.6241474085151356,0.6241474085151356,0.007778834921195948,,5
FRA,Taekwondo,4,FRA,Taekwondo,0.4392030778732227,1.7568123114928909,0.04566513168411699,,8
FRA,Tennis,18,FRA,Tennis,0.5209948798083179,9.377907836549722,0.126899257828532,,5
FRA,Trampoline Gymnastics,2,FRA,Trampoline Gymnastics,0.8976001860116423,1.7952003720232845,0.10886374635175956,,2
FRA,Triathlon,6,FRA,Triathlon,0.6763687216432832,4.0582123298597,0.09838144528390645,,3
FRA,Volleyball,26,FRA,Volleyball,0.5385615176077234,14.002599457800809,0.20767421412398723,,2
FRA,Weightlifting,4,FRA,Weightlifting,0.2187819166021092,0.8751276664084368,0.02001701172890946,,10
FRA,Wrestling,3,FRA,Wrestling,0.1756992332740582,0.5270976998221746,0.006616974364610422,,18
FRG,Archery,12,FRG,Archery,0,0,0,,5
FRG,Athletics,61,FRG,Athletics,0,0,0,,48
FRG,Basketball,12,FRG,Basketball,0,0,0,,2
FRG,Boxing,6,FRG,Boxing,0,0,0,,13
FRG,Canoeing,21,FRG,Canoeing,0,0,,,16
FRG,Cycling,18,FRG,Cycling,0,0,,,
FRG,Equestrianism,24,FRG,Equestrianism,0,0,,,
FRG,Fencing,32,FRG,Fencing,0,0,0,,12
FRG,Football,18,FRG,Football,0,0,0,,2
FRG,Gymnastics,58,FRG,Gymnastics,0,0,,,
FRG,Handball,28,FRG,Handball,0,0,0,,2
FRG,Judo,7,FRG,Judo,0,0,0,,15
FRG,Modern Pentathlon,6,FRG,Modern Pentathlon,0,0,0,,2
FRG,Rhythmic Gymnastics,2,FRG,Rhythmic Gymnastics,0,0,0,,2
FRG,Rowing,38,FRG,Rowing,0,0,0,,14
FRG,Sailing,15,FRG,Sailing,0,0,0,,10
FRG,Shooting,23,FRG,Shooting,0,0,0,,15
GRE,Table Tennis,1,GRE,Table Tennis,0.5789650550226972,0.5789650550226972,0.007215721040766728,,5
FRG,Tennis,9,FRG,Tennis,0,0,0,,5
FRG,Volleyball,11,FRG,Volleyball,0,0,0,,2
FRG,Weightlifting,7,FRG,Weightlifting,0,0,0,,10
FRG,Wrestling,17,FRG,Wrestling,0,0,0,,18
FSM,Athletics,1,FSM,Athletics,0.0003174870739859,0.0003174870739859,1.624500966403581e-06,,48
FSM,Boxing,1,FSM,Boxing,0,0,0,,13
FSM,Weightlifting,1,FSM,Weightlifting,0,0,0,,10
FSM,Wrestling,1,FSM,Wrestling,0,0,0,,18
GAB,Athletics,1,GAB,Athletics,0.0062807099524402,0.0062807099524402,3.213680248252508e-05,,48
GAB,Boxing,2,GAB,Boxing,0,0,0,,13
GAB,Football,15,GAB,Football,0,0,0,,2
GAB,Judo,1,GAB,Judo,0.0522804263704077,0.0522804263704077,0.0004652089961508916,,15
GAB,Taekwondo,1,GAB,Taekwondo,0.0107335827035495,0.0107335827035495,0.0002789999047669651,,8
GAM,Athletics,4,GAM,Athletics,0.0123800207572051,0.0495200830288204,0.0002533817258345358,,48
GAM,Boxing,1,GAM,Boxing,0,0,0,,13
GAM,Judo,1,GAM,Judo,0.0604111705984347,0.0604111705984347,0.0005375591207172264,,15
GAM,Taekwondo,1,GAM,Taekwondo,0.1655028250295601,0.1655028250295601,0.004301944066321975,,8
GAM,Wrestling,3,GAM,Wrestling,0,0,0,,18
GBR,Archery,14,GBR,Archery,0.4362326698130059,6.107257377382083,0.0674969883010355,,5
GBR,Artistic Gymnastics,76,GBR,Artistic Gymnastics,0.0614910397117722,4.673319018094687,0.04151299588145216,,14
GBR,Athletics,93,GBR,Athletics,0.0132273387645438,1.2301425051025734,0.006294327713140229,,48
GBR,Badminton,3,GBR,Badminton,0.3138476495703736,0.9415429487111208,0.016207605709629595,,5
GBR,Basketball,24,GBR,Basketball,0,0,0,,2
GBR,Beach Volleyball,4,GBR,Beach Volleyball,0,0,0,,2
GBR,Boxing,6,GBR,Boxing,0.6404172707982744,3.8425036247896465,0.05432008106556451,,13
GBR,Canoeing,16,GBR,Canoeing,0.5,8,,,16
GBR,Cycling,34,GBR,Cycling,0,0,,,
GBR,Cycling BMX Freestyle,2,GBR,Cycling BMX Freestyle,0.4847406032088815,0.969481206417763,0.0852383138278673,,2
GBR,Cycling BMX Racing,4,GBR,Cycling BMX Racing,0.583606797384369,2.334427189537476,0.07640458367088188,,2
GBR,Cycling Mountain Bike,5,GBR,Cycling Mountain Bike,0.5712337526579306,1.713701257973792,0.06479405615649866,,2
GBR,Cycling Road,10,GBR,Cycling Road,0.3703048958118121,2.9624391664944967,0.045601681975573245,,4
GBR,"Cycling Road, Cycling Mountain Bike",2,GBR,"Cycling Road, Cycling Mountain Bike",0.7220178542147659,1.4440357084295319,0.6660246521778811,,6
GBR,Cycling Track,40,GBR,Cycling Track,0.1722897638277306,6.891590553109223,0.05887726526328811,,12
GBR,Equestrian,22,GBR,Equestrian,0.6343313589246053,13.955289896341318,0.16656348877128194,,6
GBR,Equestrianism,24,GBR,Equestrianism,0,0,,,
GBR,Fencing,1,GBR,Fencing,0,0,0,,12
GBR,Football,22,GBR,Football,0,0,0,,2
GBR,Golf,4,GBR,Golf,0.5683747937167046,2.2734991748668185,0.04723251911213863,,2
