,Date,预测的比特币价格,预测的黄金价格,真实的比特币价格,真实的黄金价格
971,2019/05/10 00:00:00,5993.247902599998,1284.1796000000006,6146.91,1287.1
972,2019/05/11 00:00:00,6278.352633360006,1281.9944999999989,6348.02,
973,2019/05/12 00:00:00,6893.096211700006,1301.0447333333325,7248.31,
974,2019/05/13 00:00:00,7183.889338600005,1301.0447333333325,6978.63,1295.6
975,2019/05/14 00:00:00,7532.950816649997,1301.0447333333325,7823.11,1298.4
976,2019/05/15 00:00:00,8015.597999999985,1297.4905000000017,7992.69,1299.1
977,2019/05/16 00:00:00,8153.652700000013,1293.4549999999992,8206.9,1291.7
978,2019/05/17 00:00:00,8201.847500000002,1286.5895000000016,7885.96,1280.8
979,2019/05/18 00:00:00,7557.85274259999,1280.9065000000019,7362.22,
980,2019/05/19 00:00:00,7271.42508336001,1272.9934999999982,7265.05,
981,2019/05/20 00:00:00,7208.116846170001,1272.9934999999982,8193.7,1276.85
982,2019/05/21 00:00:00,8064.54646668001,1272.9934999999982,8007.03,1271.15
983,2019/05/22 00:00:00,7987.644799999997,1276.2705000000008,7952.5,1273.8
984,2019/05/23 00:00:00,7726.340083410006,1277.5724999999982,7625.93,1283.65
985,2019/05/24 00:00:00,7721.195200000003,1289.2169999999987,7880.29,1282.5
986,2019/05/25 00:00:00,7927.208048520004,1279.3475000000017,8003.26,
987,2019/05/26 00:00:00,8059.611399999999,1283.8139999999983,8071.45,
988,2019/05/27 00:00:00,8501.09270000001,1283.8139999999983,8744.42,
989,2019/05/28 00:00:00,8639.3767,1283.8139999999983,8770.06,1278.3
990,2019/05/29 00:00:00,8756.127700000005,1283.8139999999983,8719.88,1281.65
991,2019/05/30 00:00:00,8692.919833319991,1274.268999999998,8662.98,1280.95
992,2019/05/31 00:00:00,9010.814680000009,1288.3385000000019,8272.46,1295.55
993,2019/06/01 00:00:00,8300.03512636,1307.221400000001,8553.81,
994,2019/06/02 00:00:00,8550.724100000009,1322.3124999999993,8554.8,
995,2019/06/03 00:00:00,8550.724100000009,1322.3124999999993,8739.03,1317.1
996,2019/06/04 00:00:00,8323.710549990008,1322.3124999999993,8134.92,1324.25
997,2019/06/05 00:00:00,7792.359300000006,1331.2020000000014,7675.8,1335.05
998,2019/06/06 00:00:00,7724.696533110009,1336.6449999999995,7786.04,1335.5
999,2019/06/07 00:00:00,7885.84189999999,1338.4644999999985,7803.23,1340.65
1000,2019/06/08 00:00:00,7858.315899999992,1329.0960000000016,7998.29,
